SampleType,Lake,YearSampled,StationName,Date,Time,Temperature,MeasurementType
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,10:07:00 PM,6.125,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/3/10,11:17:00 PM,5.625,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,12:27:00 AM,5.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,1:37:00 AM,4.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,2:47:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,3:57:00 AM,4.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,5:07:00 AM,4.375,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,6:17:00 AM,4.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,7:27:00 AM,4.375,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,8:37:00 AM,4.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,9:47:00 AM,4.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,10:57:00 AM,5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,12:07:00 PM,5.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,1:17:00 PM,5.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,2:27:00 PM,6.125,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,3:37:00 PM,6.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,4:47:00 PM,6.75,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,5:57:00 PM,7,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,7:07:00 PM,6.875,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,8:17:00 PM,6.5,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,9:27:00 PM,6.125,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,10:37:00 PM,5.625,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/4/10,11:47:00 PM,5.25,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,12:57:00 AM,5.125,iButton
Temperature,Beverley,2010,Beverley Uno Creek,7/5/10,2:07:00 AM,5,iButton
